Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Data collections
HG02577	female	SAME1839642	ACB	African-Caribbean	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02819	male	SAME1839804	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03105	female	SAME1840041	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02736	male	SAME1839860	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02821	male	SAME1839588	GWD	Gambian	FR	African	
HG03112	male	SAME1839893	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02762	male	SAME1839258	GWD	Gambian	FR	African	1000 Genomes on GRCh38
HG02838	male	SAME1839417	GWD	Gambian	FR	African	
HG03028	female	SAME1839729	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02774	male	SAME1839028	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02840	female	SAME1839475	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03035	male	SAME1839573	GWD	Gambian	FR	African	
HG03140	female	SAME1839243	ESN	Esan	FR	African	
HG02852	female	SAME1839346	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03047	female	SAME1839644	GWD	Gambian	FR	African	
HG03157	male	SAME1839083	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02869	male	SAME1839184	GWD	Gambian	FR	African	1000 Genomes on GRCh38
HG03054	male	SAME1839507	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03164	female	SAME1839121	ESN	Esan	FR	African	
HG02871	female	SAME1840312	GWD	Gambian	FR	African	
HG02804	male	SAME1840084	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03169	male	SAME1839148	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02946	female	SAME1839068	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02809	female	SAME1840067	GWD	Gambian	FR	African	
HG03171	female	SAME1840386	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02953	male	SAME1840271	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02811	female	SAME1839849	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03176	male	SAME1840414	ESN	Esan	FR	African	
HG02965	male	SAME1840116	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG02816	male	SAME1839822	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03190	male	SAME1839984	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02972	male	SAME1840250	ESN	Esan	FR	African	
HG02854	male	SAME1839336	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02983	female	SAME1840009	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02977	male	SAME1840221	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02861	female	SAME1839125	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03006	male	SAME1840242	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02775	female	SAME1839022	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02878	male	SAME1840363	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03018	male	SAME1840053	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02787	female	SAME1840288	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02880	female	SAME1840090	GWD	Gambian	FR	African	
HG03025	female	SAME1839711	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02794	male	SAME1840410	PJL	Punjabi	AS	South Asian	
HG03117	female	SAME1839821	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02952	female	SAME1840275	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03064	female	SAME1839228	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03124	male	SAME1839669	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02964	female	SAME1840122	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG03069	male	SAME1839340	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03129	female	SAME1839699	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02969	female	SAME1840103	ESN	Esan	FR	African	
HG03076	female	SAME1839038	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03131	male	SAME1839368	ESN	Esan	FR	African	
HG02971	male	SAME1840255	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03189	female	SAME1840226	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02948	male	SAME1839153	ESN	Esan	FR	African	
HG02976	female	SAME1840223	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03191	male	SAME1839988	ESN	Esan	FR	African	
HG02974	female	SAME1840241	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02851	male	SAME1839352	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03196	male	SAME1839921	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03484	male	SAME1839393	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02856	male	SAME1839327	GWD	Gambian	FR	African	
HG03209	male	SAME1839551	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03489	male	SAME1839494	PJL	Punjabi	AS	South Asian	
HG02870	female	SAME1840320	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03228	male	SAME1839232	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03491	female	SAME1839264	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02882	female	SAME1840171	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03230	female	SAME1839335	PJL	Punjabi	AS	South Asian	
HG03511	female	SAME1840131	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02887	male	SAME1840147	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03235	female	SAME1839360	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03516	female	SAME1840160	ESN	Esan	FR	African	
HG02938	male	SAME1839284	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03242	male	SAME1839058	GWD	Gambian	FR	African	
HG03237	male	SAME1839282	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG02945	female	SAME1839075	ESN	Esan	FR	African	
HG03247	female	SAME1839174	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03249	male	SAME1839183	GWD	Gambian	FR	African	1000 Genomes on GRCh38
HG03119	female	SAME1839833	ESN	Esan	FR	African	
HG03259	female	SAME1840303	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03251	female	SAME1840266	GWD	Gambian	FR	African	
HG03121	female	SAME1839563	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03266	female	SAME1840174	ESN	Esan	FR	African	
HG03268	male	SAME1840093	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03126	female	SAME1839683	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03088	female	SAME1840338	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03371	male	SAME1839712	ESN	Esan	FR	African	
HG03133	male	SAME1839375	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03095	female	SAME1840374	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03376	male	SAME1839736	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03049	female	SAME1839653	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03103	male	SAME1840022	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03383	female	SAME1839583	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03056	male	SAME1839518	MSL	Mende	FR	African	
HG03108	female	SAME1839760	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03388	male	SAME1839524	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03099	female	SAME1840146	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03110	female	SAME1839880	ESN	Esan	FR	African	
HG03390	male	SAME1839632	MSL	Mende	FR	African	
HG03107	female	SAME1839755	ESN	Esan	FR	African	
HG03401	female	SAME1839299	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03408	male	SAME1839071	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03114	female	SAME1839907	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03432	male	SAME1840107	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03410	female	SAME1839182	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03063	male	SAME1839226	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03437	female	SAME1840123	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03439	male	SAME1840213	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03082	female	SAME1840316	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03449	female	SAME1839923	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03446	female	SAME1839911	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03239	female	SAME1839295	PJL	Punjabi	AS	South Asian	1000 Genomes phase 3 release
HG03451	male	SAME1840043	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03453	female	SAME1839750	MSL	Mende	FR	African	
HG03241	female	SAME1839053	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03312	female	SAME1839209	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG03270	female	SAME1840194	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03246	male	SAME1839168	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03343	male	SAME1840354	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03294	female	SAME1839877	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03258	male	SAME1840296	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03350	male	SAME1840225	ESN	Esan	FR	African	
HG03299	male	SAME1839805	ESN	Esan	FR	African	
HG03260	male	SAME1840140	GWD	Gambian	FR	African	
HG03362	male	SAME1839949	ESN	Esan	FR	African	
HG03302	male	SAME1839479	ESN	Esan	FR	African	
HG03265	male	SAME1840167	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03367	male	SAME1840068	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03307	male	SAME1839509	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG03272	female	SAME1840199	ESN	Esan	FR	African	
HG03280	male	SAME1840083	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03458	female	SAME1839786	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03486	female	SAME1839474	MSL	Mende	FR	African	1000 Genomes phase 3 release
HG03297	female	SAME1839900	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03460	male	SAME1839908	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03493	female	SAME1839198	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG03300	female	SAME1839467	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03465	male	SAME1839836	MSL	Mende	FR	African	
HG03513	male	SAME1840143	ESN	Esan	FR	African	
HG03305	female	SAME1839497	ESN	Esan	FR	African	
HG03472	male	SAME1839678	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03518	male	SAME1840169	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03115	male	SAME1839812	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03477	male	SAME1839706	MSL	Mende	FR	African	
HG03520	female	SAME1840186	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03122	male	SAME1839657	ESN	Esan	FR	African	
HG03314	male	SAME1839217	ESN	Esan	FR	African	
HG03291	female	SAME1839861	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03127	male	SAME1839686	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03352	male	SAME1840243	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03296	male	SAME1839887	ESN	Esan	FR	African	
HG03134	male	SAME1839380	ESN	Esan	FR	African	
HG03369	female	SAME1840078	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03304	male	SAME1839490	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03139	male	SAME1839468	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03193	male	SAME1839909	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03309	female	SAME1839520	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG03158	female	SAME1839086	ESN	Esan	FR	African	
HG03198	female	SAME1839933	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03311	male	SAME1839206	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03160	male	SAME1839192	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03225	male	SAME1839460	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03342	female	SAME1840350	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03172	male	SAME1840392	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03136	male	SAME1839387	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03354	female	SAME1840249	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03374	female	SAME1839730	ESN	Esan	FR	African	
HG03162	female	SAME1839112	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03361	male	SAME1839942	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG03381	female	SAME1839574	MSL	Mende	FR	African	
HG03167	male	SAME1839135	ESN	Esan	FR	African	
HG03366	female	SAME1840066	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03393	female	SAME1839645	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03605	female	SAME1840240	BEB	Bengali	AS	South Asian	
HG03373	male	SAME1839720	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG03398	female	SAME1839402	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03617	female	SAME1840056	BEB	Bengali	AS	South Asian	
HG03549	female	SAME1839890	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03519	male	SAME1840176	ESN	Esan	FR	African	
HG03624	male	SAME1839709	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03556	male	SAME1839553	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03521	male	SAME1840190	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03629	male	SAME1839738	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03563	female	SAME1839421	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03538	male	SAME1840007	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03631	female	SAME1839855	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03575	female	SAME1839236	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03540	female	SAME1839745	GWD	Gambian	FR	African	
HG03636	male	SAME1839586	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03431	female	SAME1840101	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03557	female	SAME1839556	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03701	male	SAME1840016	PJL	Punjabi	AS	South Asian	
HG03436	male	SAME1840120	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03564	female	SAME1839427	MSL	Mende	FR	African	
HG03706	female	SAME1839758	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03450	female	SAME1840030	MSL	Mende	FR	African	
HG03569	female	SAME1839371	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03713	male	SAME1839807	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03455	female	SAME1839766	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03571	male	SAME1839458	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03718	male	SAME1839834	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03195	female	SAME1839919	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03639	male	SAME1839603	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38
HG03720	male	SAME1839562	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03203	female	SAME1839609	ESN	Esan	FR	African	
HG03641	male	SAME1839626	PJL	Punjabi	AS	South Asian	
HG03782	female	SAME1840119	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03234	male	SAME1839357	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03646	male	SAME1839643	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03787	female	SAME1840224	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03378	female	SAME1839743	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03653	female	SAME1839508	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03794	male	SAME1839920	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
HG03380	female	SAME1839569	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03660	male	SAME1839218	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03799	female	SAME1839944	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
HG03385	male	SAME1839594	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03672	male	SAME1839020	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03802	female	SAME1839608	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03397	male	SAME1839400	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03704	female	SAME1840040	PJL	Punjabi	AS	South Asian	
HG03756	female	SAME1839080	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03462	male	SAME1839817	MSL	Mende	FR	African	1000 Genomes on GRCh38
HG03709	female	SAME1839780	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03763	male	SAME1839122	PJL	Punjabi	AS	South Asian	
HG03474	male	SAME1839693	MSL	Mende	FR	African	
HG03711	male	SAME1839894	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03770	female	SAME1840388	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03479	female	SAME1839623	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03716	male	SAME1839825	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03775	male	SAME1840413	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03582	male	SAME1839271	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03576	female	SAME1839238	MSL	Mende	FR	African	
HG03679	male	SAME1839055	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03587	female	SAME1839302	BEB	Bengali	AS	South Asian	
HG03583	female	SAME1839283	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03681	male	SAME1840321	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
